Matrix Index	Metabolite#	MetaboliteID	Reaction#	ReactionID	Stoichiometry
1901	185	M_atp_c	300	R_CD2abc1	-1
1902	466	M_cd2_c	300	R_CD2abc1	-1
1903	4	M_h_c	300	R_CD2abc1	1
1904	160	M_pi_c	300	R_CD2abc1	1
1905	229	M_adp_c	300	R_CD2abc1	1
1906	467	M_cd2_e	300	R_CD2abc1	1
1907	468	M_acbdma14gapuc_c	301	R_CDPGLYCGPT	-1
1908	468	M_acbdma14gapuc_c	1491	R_CDPGLYCGPT_reverse	1
1909	469	M_cdpglyc_c	301	R_CDPGLYCGPT	-45
1910	469	M_cdpglyc_c	1491	R_CDPGLYCGPT_reverse	45
1911	4	M_h_c	301	R_CDPGLYCGPT	45
1912	4	M_h_c	1491	R_CDPGLYCGPT_reverse	-45
1913	384	M_prl45tca_c	301	R_CDPGLYCGPT	1
1914	384	M_prl45tca_c	1491	R_CDPGLYCGPT_reverse	-1
1915	470	M_cmp_c	301	R_CDPGLYCGPT	45
1916	470	M_cmp_c	1491	R_CDPGLYCGPT_reverse	-45
1917	185	M_atp_c	302	R_CDPMEK	-1
1918	471	M_4c2me_c	302	R_CDPMEK	-1
1919	4	M_h_c	302	R_CDPMEK	1
1920	229	M_adp_c	302	R_CDPMEK	1
1921	472	M_2p4c2me_c	302	R_CDPMEK	1
1922	224	M_pep_c	303	R_CELBpts	-1
1923	473	M_cellb_e	303	R_CELBpts	-1
1924	226	M_pyr_c	303	R_CELBpts	1
1925	446	M_6pgg_c	303	R_CELBpts	1
1926	13	M_h2o_c	304	R_CGLYabc	-1
1927	185	M_atp_c	304	R_CGLYabc	-1
1928	474	M_cgly_e	304	R_CGLYabc	-1
1929	4	M_h_c	304	R_CGLYabc	1
1930	160	M_pi_c	304	R_CGLYabc	1
1931	229	M_adp_c	304	R_CGLYabc	1
1932	408	M_cgly_c	304	R_CGLYabc	1
1933	475	M_ch4s_c	305	R_CH4St	-1
1934	475	M_ch4s_c	1492	R_CH4St_reverse	1
1935	476	M_ch4s_e	305	R_CH4St	1
1936	476	M_ch4s_e	1492	R_CH4St_reverse	-1
1937	288	M_chor_c	306	R_CHORM	-1
1938	477	M_pphn_c	306	R_CHORM	1
1939	478	M_3psme_c	307	R_CHORS	-1
1940	160	M_pi_c	307	R_CHORS	1
1941	288	M_chor_c	307	R_CHORS	1
1942	288	M_chor_c	308	R_CHRPL	-1
1943	226	M_pyr_c	308	R_CHRPL	1
1944	479	M_4hbz_c	308	R_CHRPL	1
1945	450	M_fdxrd_c	309	R_CINNMR	-1
1946	450	M_fdxrd_c	1493	R_CINNMR_reverse	1
1947	480	M_cinnm_c	309	R_CINNMR	-1
1948	480	M_cinnm_c	1493	R_CINNMR_reverse	1
1949	449	M_fdxox_c	309	R_CINNMR	1
1950	449	M_fdxox_c	1493	R_CINNMR_reverse	-1
1951	481	M_pppn_c	309	R_CINNMR	1
1952	481	M_pppn_c	1493	R_CINNMR_reverse	-1
1953	271	M_cit_c	310	R_CITL	-1
1954	216	M_ac_c	310	R_CITL	1
1955	433	M_oaa_c	310	R_CITL	1
1956	482	M_pg140_c	311	R_CLPNS140	-2
1957	482	M_pg140_c	1494	R_CLPNS140_reverse	2
1958	391	M_glyc_c	311	R_CLPNS140	1
1959	391	M_glyc_c	1494	R_CLPNS140_reverse	-1
1960	483	M_clpn140_c	311	R_CLPNS140	1
1961	483	M_clpn140_c	1494	R_CLPNS140_reverse	-1
1962	484	M_pg160_c	312	R_CLPNS160	-2
1963	484	M_pg160_c	1495	R_CLPNS160_reverse	2
1964	391	M_glyc_c	312	R_CLPNS160	1
1965	391	M_glyc_c	1495	R_CLPNS160_reverse	-1
1966	485	M_clpn160_c	312	R_CLPNS160	1
1967	485	M_clpn160_c	1495	R_CLPNS160_reverse	-1
1968	486	M_pg180_c	313	R_CLPNS180	-2
1969	486	M_pg180_c	1496	R_CLPNS180_reverse	2
1970	391	M_glyc_c	313	R_CLPNS180	1
1971	391	M_glyc_c	1496	R_CLPNS180_reverse	-1
1972	487	M_clpn180_c	313	R_CLPNS180	1
1973	487	M_clpn180_c	1496	R_CLPNS180_reverse	-1
1974	488	M_pgai15_c	314	R_CLPNSAI15	-2
1975	488	M_pgai15_c	1497	R_CLPNSAI15_reverse	2
1976	391	M_glyc_c	314	R_CLPNSAI15	1
1977	391	M_glyc_c	1497	R_CLPNSAI15_reverse	-1
1978	489	M_clpnai15_c	314	R_CLPNSAI15	1
1979	489	M_clpnai15_c	1497	R_CLPNSAI15_reverse	-1
1980	490	M_pgai17_c	315	R_CLPNSAI17	-2
1981	490	M_pgai17_c	1498	R_CLPNSAI17_reverse	2
1982	391	M_glyc_c	315	R_CLPNSAI17	1
1983	391	M_glyc_c	1498	R_CLPNSAI17_reverse	-1
1984	491	M_clpnai17_c	315	R_CLPNSAI17	1
1985	491	M_clpnai17_c	1498	R_CLPNSAI17_reverse	-1
1986	492	M_pgi14_c	316	R_CLPNSI14	-2
1987	492	M_pgi14_c	1499	R_CLPNSI14_reverse	2
1988	391	M_glyc_c	316	R_CLPNSI14	1
1989	391	M_glyc_c	1499	R_CLPNSI14_reverse	-1
1990	493	M_clpni14_c	316	R_CLPNSI14	1
1991	493	M_clpni14_c	1499	R_CLPNSI14_reverse	-1
1992	494	M_pgi15_c	317	R_CLPNSI15	-2
1993	494	M_pgi15_c	1500	R_CLPNSI15_reverse	2
1994	391	M_glyc_c	317	R_CLPNSI15	1
1995	391	M_glyc_c	1500	R_CLPNSI15_reverse	-1
1996	495	M_clpni15_c	317	R_CLPNSI15	1
1997	495	M_clpni15_c	1500	R_CLPNSI15_reverse	-1
1998	496	M_pgi16_c	318	R_CLPNSI16	-2
1999	496	M_pgi16_c	1501	R_CLPNSI16_reverse	2
2000	391	M_glyc_c	318	R_CLPNSI16	1
2001	391	M_glyc_c	1501	R_CLPNSI16_reverse	-1
2002	497	M_clpni16_c	318	R_CLPNSI16	1
2003	497	M_clpni16_c	1501	R_CLPNSI16_reverse	-1
2004	498	M_pgi17_c	319	R_CLPNSI17	-2
2005	498	M_pgi17_c	1502	R_CLPNSI17_reverse	2
2006	391	M_glyc_c	319	R_CLPNSI17	1
2007	391	M_glyc_c	1502	R_CLPNSI17_reverse	-1
2008	499	M_clpni17_c	319	R_CLPNSI17	1
2009	499	M_clpni17_c	1502	R_CLPNSI17_reverse	-1
2010	500	M_co2_e	320	R_CO2t	-1
2011	500	M_co2_e	1503	R_CO2t_reverse	1
2012	129	M_co2_c	320	R_CO2t	1
2013	129	M_co2_c	1503	R_CO2t_reverse	-1
2014	501	M_cobalt2_c	321	R_COBALTt5	-1
2015	501	M_cobalt2_c	1504	R_COBALTt5_reverse	1
2016	502	M_cobalt2_e	321	R_COBALTt5	1
2017	502	M_cobalt2_e	1504	R_COBALTt5_reverse	-1
2018	306	M_amet_c	322	R_CPC2MT	-1
2019	503	M_copre2_c	322	R_CPC2MT	-1
2020	4	M_h_c	322	R_CPC2MT	1
2021	341	M_ahcys_c	322	R_CPC2MT	1
2022	504	M_copre3_c	322	R_CPC2MT	1
2023	306	M_amet_c	323	R_CPC3MT	-1
2024	504	M_copre3_c	323	R_CPC3MT	-1
2025	341	M_ahcys_c	323	R_CPC3MT	1
2026	505	M_copre4_c	323	R_CPC3MT	1
2027	306	M_amet_c	324	R_CPC4MT	-1
2028	505	M_copre4_c	324	R_CPC4MT	-1
2029	4	M_h_c	324	R_CPC4MT	1
2030	341	M_ahcys_c	324	R_CPC4MT	1
2031	506	M_copre5_c	324	R_CPC4MT	1
2032	13	M_h2o_c	325	R_CPC5MT	-1
2033	306	M_amet_c	325	R_CPC5MT	-1
2034	506	M_copre5_c	325	R_CPC5MT	-1
2035	4	M_h_c	325	R_CPC5MT	1
2036	208	M_acald_c	325	R_CPC5MT	1
2037	341	M_ahcys_c	325	R_CPC5MT	1
2038	507	M_copre6_c	325	R_CPC5MT	1
2039	306	M_amet_c	326	R_CPC6MT	-2
2040	508	M_codhpre6_c	326	R_CPC6MT	-1
2041	4	M_h_c	326	R_CPC6MT	1
2042	129	M_co2_c	326	R_CPC6MT	1
2043	341	M_ahcys_c	326	R_CPC6MT	2
2044	509	M_copre8_c	326	R_CPC6MT	1
2045	4	M_h_c	327	R_CPC6R	-1
2046	12	M_nadph_c	327	R_CPC6R	-1
2047	507	M_copre6_c	327	R_CPC6R	-1
2048	10	M_nadp_c	327	R_CPC6R	1
2049	508	M_codhpre6_c	327	R_CPC6R	1
2050	509	M_copre8_c	328	R_CPC8MM	-1
2051	509	M_copre8_c	1505	R_CPC8MM_reverse	1
2052	510	M_cobya_c	328	R_CPC8MM	1
2053	510	M_cobya_c	1505	R_CPC8MM_reverse	-1
2054	306	M_amet_c	329	R_CPPPGO2	-2
2055	511	M_cpppg3_c	329	R_CPPPGO2	-1
2056	129	M_co2_c	329	R_CPPPGO2	2
2057	171	M_dad_5_c	329	R_CPPPGO2	2
2058	454	M_met_L_c	329	R_CPPPGO2	2
2059	512	M_pppg9_c	329	R_CPPPGO2	1
2060	31	M_h_e	330	R_CRO4t3	-1
2061	31	M_h_e	1506	R_CRO4t3_reverse	1
2062	513	M_cro4_c	330	R_CRO4t3	-1
2063	513	M_cro4_c	1506	R_CRO4t3_reverse	1
2064	4	M_h_c	330	R_CRO4t3	1
2065	4	M_h_c	1506	R_CRO4t3_reverse	-1
2066	514	M_cro4_e	330	R_CRO4t3	1
2067	514	M_cro4_e	1506	R_CRO4t3_reverse	-1
2068	31	M_h_e	331	R_CSNt2	-1
2069	515	M_csn_e	331	R_CSNt2	-1
2070	4	M_h_c	331	R_CSNt2	1
2071	516	M_csn_c	331	R_CSNt2	1
2072	185	M_atp_c	332	R_CTPS1	-1
2073	280	M_nh4_c	332	R_CTPS1	-1
2074	517	M_utp_c	332	R_CTPS1	-1
2075	4	M_h_c	332	R_CTPS1	2
2076	160	M_pi_c	332	R_CTPS1	1
2077	229	M_adp_c	332	R_CTPS1	1
2078	298	M_ctp_c	332	R_CTPS1	1
2079	13	M_h2o_c	333	R_CTPS2	-1
2080	185	M_atp_c	333	R_CTPS2	-1
2081	289	M_gln_L_c	333	R_CTPS2	-1
2082	517	M_utp_c	333	R_CTPS2	-1
2083	4	M_h_c	333	R_CTPS2	2
2084	22	M_glu_L_c	333	R_CTPS2	1
2085	160	M_pi_c	333	R_CTPS2	1
2086	229	M_adp_c	333	R_CTPS2	1
2087	298	M_ctp_c	333	R_CTPS2	1
2088	4	M_h_c	334	R_CYRDAAT	-1
2089	185	M_atp_c	334	R_CYRDAAT	-1
2090	518	M_co1dam_c	334	R_CYRDAAT	-1
2091	290	M_adcobdam_c	334	R_CYRDAAT	1
2092	296	M_pppi_c	334	R_CYRDAAT	1
2093	5	M_nadh_c	335	R_CYRDAR	-1
2094	519	M_co2dam_c	335	R_CYRDAR	-2
2095	4	M_h_c	335	R_CYRDAR	1
2096	7	M_nad_c	335	R_CYRDAR	1
2097	518	M_co1dam_c	335	R_CYRDAR	2
2098	13	M_h2o_c	336	R_CYRDAS	-1
2099	185	M_atp_c	336	R_CYRDAS	-2
2100	289	M_gln_L_c	336	R_CYRDAS	-2
2101	510	M_cobya_c	336	R_CYRDAS	-1
2102	4	M_h_c	336	R_CYRDAS	1
2103	22	M_glu_L_c	336	R_CYRDAS	2
2104	189	M_ppi_c	336	R_CYRDAS	1
2105	229	M_adp_c	336	R_CYRDAS	2
2106	519	M_co2dam_c	336	R_CYRDAS	1
2107	346	M_h2s_c	337	R_CYSS	-1
2108	520	M_acser_c	337	R_CYSS	-1
2109	4	M_h_c	337	R_CYSS	1
2110	216	M_ac_c	337	R_CYSS	1
2111	409	M_cys_L_c	337	R_CYSS	1
2112	348	M_trdrd_c	338	R_CYSS3r	-1
2113	348	M_trdrd_c	1507	R_CYSS3r_reverse	1
2114	349	M_tsul_c	338	R_CYSS3r	-1
2115	349	M_tsul_c	1507	R_CYSS3r_reverse	1
2116	520	M_acser_c	338	R_CYSS3r	-1
2117	520	M_acser_c	1507	R_CYSS3r_reverse	1
2118	4	M_h_c	338	R_CYSS3r	1
2119	4	M_h_c	1507	R_CYSS3r_reverse	-1
2120	216	M_ac_c	338	R_CYSS3r	1
2121	216	M_ac_c	1507	R_CYSS3r_reverse	-1
2122	350	M_trdox_c	338	R_CYSS3r	1
2123	350	M_trdox_c	1507	R_CYSS3r_reverse	-1
2124	351	M_so3_c	338	R_CYSS3r	1
2125	351	M_so3_c	1507	R_CYSS3r_reverse	-1
2126	409	M_cys_L_c	338	R_CYSS3r	1
2127	409	M_cys_L_c	1507	R_CYSS3r_reverse	-1
2128	13	M_h2o_c	339	R_CYSTL	-1
2129	521	M_cyst_L_c	339	R_CYSTL	-1
2130	226	M_pyr_c	339	R_CYSTL	1
2131	280	M_nh4_c	339	R_CYSTL	1
2132	347	M_hcys_L_c	339	R_CYSTL	1
2133	31	M_h_e	340	R_CYSt2r	-1
2134	31	M_h_e	1508	R_CYSt2r_reverse	1
2135	522	M_cys_L_e	340	R_CYSt2r	-1
2136	522	M_cys_L_e	1508	R_CYSt2r_reverse	1
2137	4	M_h_c	340	R_CYSt2r	1
2138	4	M_h_c	1508	R_CYSt2r_reverse	-1
2139	409	M_cys_L_c	340	R_CYSt2r	1
2140	409	M_cys_L_c	1508	R_CYSt2r_reverse	-1
2141	4	M_h_c	341	R_CYTD	-1
2142	13	M_h2o_c	341	R_CYTD	-1
2143	523	M_cytd_c	341	R_CYTD	-1
2144	280	M_nh4_c	341	R_CYTD	1
2145	524	M_uri_c	341	R_CYTD	1
2146	185	M_atp_c	342	R_CYTDK1	-1
2147	523	M_cytd_c	342	R_CYTDK1	-1
2148	4	M_h_c	342	R_CYTDK1	1
2149	229	M_adp_c	342	R_CYTDK1	1
2150	470	M_cmp_c	342	R_CYTDK1	1
2151	211	M_gtp_c	343	R_CYTDK2	-1
2152	523	M_cytd_c	343	R_CYTDK2	-1
2153	4	M_h_c	343	R_CYTDK2	1
2154	297	M_gdp_c	343	R_CYTDK2	1
2155	470	M_cmp_c	343	R_CYTDK2	1
2156	523	M_cytd_c	344	R_CYTDK3	-1
2157	525	M_itp_c	344	R_CYTDK3	-1
2158	4	M_h_c	344	R_CYTDK3	1
2159	470	M_cmp_c	344	R_CYTDK3	1
2160	526	M_idp_c	344	R_CYTDK3	1
2161	517	M_utp_c	345	R_CYTDK4	-1
2162	523	M_cytd_c	345	R_CYTDK4	-1
2163	4	M_h_c	345	R_CYTDK4	1
2164	357	M_udp_c	345	R_CYTDK4	1
2165	470	M_cmp_c	345	R_CYTDK4	1
2166	185	M_atp_c	346	R_CYTK1	-1
2167	185	M_atp_c	1509	R_CYTK1_reverse	1
2168	470	M_cmp_c	346	R_CYTK1	-1
2169	470	M_cmp_c	1509	R_CYTK1_reverse	1
2170	229	M_adp_c	346	R_CYTK1	1
2171	229	M_adp_c	1509	R_CYTK1_reverse	-1
2172	299	M_cdp_c	346	R_CYTK1	1
2173	299	M_cdp_c	1509	R_CYTK1_reverse	-1
2174	185	M_atp_c	347	R_CYTK2	-1
2175	185	M_atp_c	1510	R_CYTK2_reverse	1
2176	527	M_dcmp_c	347	R_CYTK2	-1
2177	527	M_dcmp_c	1510	R_CYTK2_reverse	1
2178	229	M_adp_c	347	R_CYTK2	1
2179	229	M_adp_c	1510	R_CYTK2_reverse	-1
2180	303	M_dcdp_c	347	R_CYTK2	1
2181	303	M_dcdp_c	1510	R_CYTK2_reverse	-1
2182	13	M_h2o_c	348	R_Cuabc	-1
2183	185	M_atp_c	348	R_Cuabc	-1
2184	528	M_cu2_e	348	R_Cuabc	-1
2185	4	M_h_c	348	R_Cuabc	1
2186	160	M_pi_c	348	R_Cuabc	1
2187	229	M_adp_c	348	R_Cuabc	1
2188	529	M_cu2_c	348	R_Cuabc	1
2189	13	M_h2o_c	349	R_Cut1	-1
2190	185	M_atp_c	349	R_Cut1	-1
2191	529	M_cu2_c	349	R_Cut1	-1
2192	4	M_h_c	349	R_Cut1	1
2193	160	M_pi_c	349	R_Cut1	1
2194	229	M_adp_c	349	R_Cut1	1
2195	528	M_cu2_e	349	R_Cut1	1
2196	4	M_h_c	350	R_DADA	-1
2197	13	M_h2o_c	350	R_DADA	-1
2198	530	M_dad_2_c	350	R_DADA	-1
2199	280	M_nh4_c	350	R_DADA	1
2200	531	M_din_c	350	R_DADA	1
2201	185	M_atp_c	351	R_DAGK120	-1
2202	532	M_12dgr120_c	351	R_DAGK120	-1
2203	4	M_h_c	351	R_DAGK120	1
2204	229	M_adp_c	351	R_DAGK120	1
2205	329	M_pa120_c	351	R_DAGK120	1
2206	185	M_atp_c	352	R_DAGK140	-1
2207	533	M_12dgr140_c	352	R_DAGK140	-1
2208	4	M_h_c	352	R_DAGK140	1
2209	229	M_adp_c	352	R_DAGK140	1
2210	238	M_pa140_c	352	R_DAGK140	1
2211	185	M_atp_c	353	R_DAGK141	-1
2212	534	M_12dgr141_c	353	R_DAGK141	-1
2213	4	M_h_c	353	R_DAGK141	1
2214	229	M_adp_c	353	R_DAGK141	1
2215	332	M_pa141_c	353	R_DAGK141	1
2216	185	M_atp_c	354	R_DAGK160	-1
2217	535	M_12dgr160_c	354	R_DAGK160	-1
2218	4	M_h_c	354	R_DAGK160	1
2219	229	M_adp_c	354	R_DAGK160	1
2220	241	M_pa160_c	354	R_DAGK160	1
2221	185	M_atp_c	355	R_DAGK161	-1
2222	536	M_12dgr161_c	355	R_DAGK161	-1
2223	4	M_h_c	355	R_DAGK161	1
2224	229	M_adp_c	355	R_DAGK161	1
2225	335	M_pa161_c	355	R_DAGK161	1
2226	2	M_12dgr180_c	356	R_DAGK180	-1
2227	185	M_atp_c	356	R_DAGK180	-1
2228	4	M_h_c	356	R_DAGK180	1
2229	229	M_adp_c	356	R_DAGK180	1
2230	244	M_pa180_c	356	R_DAGK180	1
2231	185	M_atp_c	357	R_DAGK181	-1
2232	537	M_12dgr181_c	357	R_DAGK181	-1
2233	4	M_h_c	357	R_DAGK181	1
2234	229	M_adp_c	357	R_DAGK181	1
2235	339	M_pa181_c	357	R_DAGK181	1
2236	31	M_h_e	358	R_DALAt2r	-1
2237	31	M_h_e	1511	R_DALAt2r_reverse	1
2238	538	M_ala_D_e	358	R_DALAt2r	-1
2239	538	M_ala_D_e	1511	R_DALAt2r_reverse	1
2240	4	M_h_c	358	R_DALAt2r	1
2241	4	M_h_c	1511	R_DALAt2r_reverse	-1
2242	367	M_ala_D_c	358	R_DALAt2r	1
2243	367	M_ala_D_c	1511	R_DALAt2r_reverse	-1
2244	13	M_h2o_c	359	R_DAPDAi	-1
2245	217	M_n6all26d_c	359	R_DAPDAi	-1
2246	25	M_26dap_LL_c	359	R_DAPDAi	1
2247	216	M_ac_c	359	R_DAPDAi	1
2248	4	M_h_c	360	R_DAPDC	-1
2249	539	M_26dap_M_c	360	R_DAPDC	-1
2250	129	M_co2_c	360	R_DAPDC	1
2251	540	M_lys_L_c	360	R_DAPDC	1
2252	25	M_26dap_LL_c	361	R_DAPE	-1
2253	25	M_26dap_LL_c	1512	R_DAPE_reverse	1
2254	539	M_26dap_M_c	361	R_DAPE	1
2255	539	M_26dap_M_c	1512	R_DAPE_reverse	-1
2256	4	M_h_c	362	R_DASYN120	-1
2257	298	M_ctp_c	362	R_DASYN120	-1
2258	329	M_pa120_c	362	R_DASYN120	-1
2259	189	M_ppi_c	362	R_DASYN120	1
2260	541	M_cdpdddecg_c	362	R_DASYN120	1
2261	4	M_h_c	363	R_DASYN140	-1
2262	238	M_pa140_c	363	R_DASYN140	-1
2263	298	M_ctp_c	363	R_DASYN140	-1
2264	189	M_ppi_c	363	R_DASYN140	1
2265	542	M_cdpdtdecg_c	363	R_DASYN140	1
2266	4	M_h_c	364	R_DASYN141	-1
2267	298	M_ctp_c	364	R_DASYN141	-1
2268	332	M_pa141_c	364	R_DASYN141	-1
2269	189	M_ppi_c	364	R_DASYN141	1
2270	543	M_cdpdtdec7eg_c	364	R_DASYN141	1
2271	4	M_h_c	365	R_DASYN160	-1
2272	241	M_pa160_c	365	R_DASYN160	-1
2273	298	M_ctp_c	365	R_DASYN160	-1
2274	189	M_ppi_c	365	R_DASYN160	1
2275	544	M_cdpdhdecg_c	365	R_DASYN160	1
2276	4	M_h_c	366	R_DASYN161	-1
2277	298	M_ctp_c	366	R_DASYN161	-1
2278	335	M_pa161_c	366	R_DASYN161	-1
2279	189	M_ppi_c	366	R_DASYN161	1
2280	545	M_cdpdhdec9eg_c	366	R_DASYN161	1
2281	4	M_h_c	367	R_DASYN180	-1
2282	244	M_pa180_c	367	R_DASYN180	-1
2283	298	M_ctp_c	367	R_DASYN180	-1
2284	189	M_ppi_c	367	R_DASYN180	1
2285	546	M_cdpdodecg_c	367	R_DASYN180	1
2286	4	M_h_c	368	R_DASYN181	-1
2287	298	M_ctp_c	368	R_DASYN181	-1
2288	339	M_pa181_c	368	R_DASYN181	-1
2289	189	M_ppi_c	368	R_DASYN181	1
2290	547	M_cdpdodec11eg_c	368	R_DASYN181	1
2291	4	M_h_c	369	R_DASYNAI15	-1
2292	247	M_paai15_c	369	R_DASYNAI15	-1
2293	298	M_ctp_c	369	R_DASYNAI15	-1
2294	189	M_ppi_c	369	R_DASYNAI15	1
2295	548	M_cdpdaipdecg_c	369	R_DASYNAI15	1
2296	4	M_h_c	370	R_DASYNAI17	-1
2297	250	M_paai17_c	370	R_DASYNAI17	-1
2298	298	M_ctp_c	370	R_DASYNAI17	-1
2299	189	M_ppi_c	370	R_DASYNAI17	1
2300	549	M_cdpdaihpdecg_c	370	R_DASYNAI17	1
2301	4	M_h_c	371	R_DASYNI14	-1
2302	253	M_pai14_c	371	R_DASYNI14	-1
2303	298	M_ctp_c	371	R_DASYNI14	-1
2304	189	M_ppi_c	371	R_DASYNI14	1
2305	550	M_cdpditdecg_c	371	R_DASYNI14	1
2306	4	M_h_c	372	R_DASYNI15	-1
2307	256	M_pai15_c	372	R_DASYNI15	-1
2308	298	M_ctp_c	372	R_DASYNI15	-1
2309	189	M_ppi_c	372	R_DASYNI15	1
2310	551	M_cdpdipdecg_c	372	R_DASYNI15	1
2311	4	M_h_c	373	R_DASYNI16	-1
2312	259	M_pai16_c	373	R_DASYNI16	-1
2313	298	M_ctp_c	373	R_DASYNI16	-1
2314	189	M_ppi_c	373	R_DASYNI16	1
2315	552	M_cdpdihdecg_c	373	R_DASYNI16	1
2316	4	M_h_c	374	R_DASYNI17	-1
2317	262	M_pai17_c	374	R_DASYNI17	-1
2318	298	M_ctp_c	374	R_DASYNI17	-1
2319	189	M_ppi_c	374	R_DASYNI17	1
2320	553	M_cdpdihpdecg_c	374	R_DASYNI17	1
2321	181	M_ru5p_D_c	375	R_DB4PS	-1
2322	4	M_h_c	375	R_DB4PS	1
2323	406	M_for_c	375	R_DB4PS	1
2324	554	M_db4p_c	375	R_DB4PS	1
2325	4	M_h_c	376	R_DCMPDA	-1
2326	4	M_h_c	1513	R_DCMPDA_reverse	1
2327	13	M_h2o_c	376	R_DCMPDA	-1
2328	13	M_h2o_c	1513	R_DCMPDA_reverse	1
2329	527	M_dcmp_c	376	R_DCMPDA	-1
2330	527	M_dcmp_c	1513	R_DCMPDA_reverse	1
2331	280	M_nh4_c	376	R_DCMPDA	1
2332	280	M_nh4_c	1513	R_DCMPDA_reverse	-1
2333	555	M_dump_c	376	R_DCMPDA	1
2334	555	M_dump_c	1513	R_DCMPDA_reverse	-1
2335	4	M_h_c	377	R_DCYTD	-1
2336	13	M_h2o_c	377	R_DCYTD	-1
2337	556	M_dcyt_c	377	R_DCYTD	-1
2338	280	M_nh4_c	377	R_DCYTD	1
2339	557	M_duri_c	377	R_DCYTD	1
2340	31	M_h_e	378	R_DDGLCNt2r	-1
2341	31	M_h_e	1514	R_DDGLCNt2r_reverse	1
2342	558	M_2ddglcn_e	378	R_DDGLCNt2r	-1
2343	558	M_2ddglcn_e	1514	R_DDGLCNt2r_reverse	1
2344	4	M_h_c	378	R_DDGLCNt2r	1
2345	4	M_h_c	1514	R_DDGLCNt2r_reverse	-1
2346	398	M_2ddglcn_c	378	R_DDGLCNt2r	1
2347	398	M_2ddglcn_c	1514	R_DDGLCNt2r_reverse	-1
2348	13	M_h2o_c	379	R_DDPA	-1
2349	224	M_pep_c	379	R_DDPA	-1
2350	559	M_e4p_c	379	R_DDPA	-1
2351	160	M_pi_c	379	R_DDPA	1
2352	560	M_2dda7p_c	379	R_DDPA	1
2353	561	M_4h2oglt_c	380	R_DDPGA	-1
2354	561	M_4h2oglt_c	1515	R_DDPGA_reverse	1
2355	226	M_pyr_c	380	R_DDPGA	1
2356	226	M_pyr_c	1515	R_DDPGA_reverse	-1
2357	340	M_glx_c	380	R_DDPGA	1
2358	340	M_glx_c	1515	R_DDPGA_reverse	-1
2359	185	M_atp_c	381	R_DGK1	-1
2360	185	M_atp_c	1516	R_DGK1_reverse	1
2361	562	M_dgmp_c	381	R_DGK1	-1
2362	562	M_dgmp_c	1516	R_DGK1_reverse	1
2363	229	M_adp_c	381	R_DGK1	1
2364	229	M_adp_c	1516	R_DGK1_reverse	-1
2365	305	M_dgdp_c	381	R_DGK1	1
2366	305	M_dgdp_c	1516	R_DGK1_reverse	-1
2367	31	M_h_e	382	R_DGSNt2r	-1
2368	31	M_h_e	1517	R_DGSNt2r_reverse	1
2369	563	M_dgsn_e	382	R_DGSNt2r	-1
2370	563	M_dgsn_e	1517	R_DGSNt2r_reverse	1
2371	4	M_h_c	382	R_DGSNt2r	1
2372	4	M_h_c	1517	R_DGSNt2r_reverse	-1
2373	564	M_dgsn_c	382	R_DGSNt2r	1
2374	564	M_dgsn_c	1517	R_DGSNt2r_reverse	-1
2375	565	M_23dhmb_c	383	R_DHAD1	-1
2376	13	M_h2o_c	383	R_DHAD1	1
2377	100	M_3mob_c	383	R_DHAD1	1
2378	9	M_23dhmp_c	384	R_DHAD2	-1
2379	13	M_h2o_c	384	R_DHAD2	1
2380	566	M_3mop_c	384	R_DHAD2	1
2381	4	M_h_c	385	R_DHDPRy	-1
2382	12	M_nadph_c	385	R_DHDPRy	-1
2383	567	M_23dhdp_c	385	R_DHDPRy	-1
2384	10	M_nadp_c	385	R_DHDPRy	1
2385	23	M_thdp_c	385	R_DHDPRy	1
2386	226	M_pyr_c	386	R_DHDPS	-1
2387	423	M_aspsa_c	386	R_DHDPS	-1
2388	4	M_h_c	386	R_DHDPS	1
2389	13	M_h2o_c	386	R_DHDPS	2
2390	567	M_23dhdp_c	386	R_DHDPS	1
2391	10	M_nadp_c	387	R_DHFOR2	-1
2392	10	M_nadp_c	1518	R_DHFOR2_reverse	1
2393	568	M_dhf_c	387	R_DHFOR2	-1
2394	568	M_dhf_c	1518	R_DHFOR2_reverse	1
2395	12	M_nadph_c	387	R_DHFOR2	1
2396	12	M_nadph_c	1518	R_DHFOR2_reverse	-1
2397	569	M_fol_c	387	R_DHFOR2	1
2398	569	M_fol_c	1518	R_DHFOR2_reverse	-1
2399	4	M_h_c	388	R_DHFR	-1
2400	4	M_h_c	1519	R_DHFR_reverse	1
2401	12	M_nadph_c	388	R_DHFR	-1
2402	12	M_nadph_c	1519	R_DHFR_reverse	1
2403	568	M_dhf_c	388	R_DHFR	-1
2404	568	M_dhf_c	1519	R_DHFR_reverse	1
2405	10	M_nadp_c	388	R_DHFR	1
2406	10	M_nadp_c	1519	R_DHFR_reverse	-1
2407	354	M_thf_c	388	R_DHFR	1
2408	354	M_thf_c	1519	R_DHFR_reverse	-1
2409	22	M_glu_L_c	389	R_DHFS	-1
2410	185	M_atp_c	389	R_DHFS	-1
2411	570	M_dhpt_c	389	R_DHFS	-1
2412	4	M_h_c	389	R_DHFS	1
2413	160	M_pi_c	389	R_DHFS	1
