Matrix Index	Metabolite#	MetaboliteID	Reaction#	ReactionID	Stoichiometry
3769	129	M_co2_c	731	R_GLXCL	1
3770	806	M_2h3oppan_c	731	R_GLXCL	1
3771	7	M_nad_c	732	R_GLXO1	-1
3772	13	M_h2o_c	732	R_GLXO1	-1
3773	340	M_glx_c	732	R_GLXO1	-1
3774	4	M_h_c	732	R_GLXO1	2
3775	5	M_nadh_c	732	R_GLXO1	1
3776	807	M_oxa_c	732	R_GLXO1	1
3777	13	M_h2o_c	733	R_GLYASN1c	-1
3778	13	M_h2o_c	1737	R_GLYASN1c_reverse	1
3779	808	M_glyasn_c	733	R_GLYASN1c	-1
3780	808	M_glyasn_c	1737	R_GLYASN1c_reverse	1
3781	184	M_gly_c	733	R_GLYASN1c	1
3782	184	M_gly_c	1737	R_GLYASN1c_reverse	-1
3783	425	M_asn_L_c	733	R_GLYASN1c	1
3784	425	M_asn_L_c	1737	R_GLYASN1c_reverse	-1
3785	13	M_h2o_c	734	R_GLYASNabc	-1
3786	185	M_atp_c	734	R_GLYASNabc	-1
3787	647	M_glyasn_e	734	R_GLYASNabc	-1
3788	4	M_h_c	734	R_GLYASNabc	1
3789	160	M_pi_c	734	R_GLYASNabc	1
3790	229	M_adp_c	734	R_GLYASNabc	1
3791	808	M_glyasn_c	734	R_GLYASNabc	1
3792	13	M_h2o_c	735	R_GLYASP1c	-1
3793	13	M_h2o_c	1738	R_GLYASP1c_reverse	1
3794	809	M_glyasp_c	735	R_GLYASP1c	-1
3795	809	M_glyasp_c	1738	R_GLYASP1c_reverse	1
3796	184	M_gly_c	735	R_GLYASP1c	1
3797	184	M_gly_c	1738	R_GLYASP1c_reverse	-1
3798	319	M_asp_L_c	735	R_GLYASP1c	1
3799	319	M_asp_L_c	1738	R_GLYASP1c_reverse	-1
3800	13	M_h2o_c	736	R_GLYASPabc	-1
3801	185	M_atp_c	736	R_GLYASPabc	-1
3802	648	M_glyasp_e	736	R_GLYASPabc	-1
3803	4	M_h_c	736	R_GLYASPabc	1
3804	160	M_pi_c	736	R_GLYASPabc	1
3805	229	M_adp_c	736	R_GLYASPabc	1
3806	809	M_glyasp_c	736	R_GLYASPabc	1
3807	4	M_h_c	737	R_GLYB_R	-2
3808	5	M_nadh_c	737	R_GLYB_R	-1
3809	160	M_pi_c	737	R_GLYB_R	-1
3810	810	M_glyb_c	737	R_GLYB_R	-1
3811	7	M_nad_c	737	R_GLYB_R	1
3812	13	M_h2o_c	737	R_GLYB_R	1
3813	233	M_actp_c	737	R_GLYB_R	1
3814	811	M_tma_c	737	R_GLYB_R	1
3815	13	M_h2o_c	738	R_GLYBabc	-1
3816	185	M_atp_c	738	R_GLYBabc	-1
3817	649	M_glyb_e	738	R_GLYBabc	-1
3818	4	M_h_c	738	R_GLYBabc	1
3819	160	M_pi_c	738	R_GLYBabc	1
3820	229	M_adp_c	738	R_GLYBabc	1
3821	810	M_glyb_c	738	R_GLYBabc	1
3822	31	M_h_e	739	R_GLYBt2r	-1
3823	31	M_h_e	1739	R_GLYBt2r_reverse	1
3824	649	M_glyb_e	739	R_GLYBt2r	-1
3825	649	M_glyb_e	1739	R_GLYBt2r_reverse	1
3826	4	M_h_c	739	R_GLYBt2r	1
3827	4	M_h_c	1739	R_GLYBt2r_reverse	-1
3828	810	M_glyb_c	739	R_GLYBt2r	1
3829	810	M_glyb_c	1739	R_GLYBt2r_reverse	-1
3830	13	M_h2o_c	740	R_GLYC3Pabc	-1
3831	185	M_atp_c	740	R_GLYC3Pabc	-1
3832	650	M_glyc3p_e	740	R_GLYC3Pabc	-1
3833	4	M_h_c	740	R_GLYC3Pabc	1
3834	160	M_pi_c	740	R_GLYC3Pabc	1
3835	229	M_adp_c	740	R_GLYC3Pabc	1
3836	779	M_glyc3p_c	740	R_GLYC3Pabc	1
3837	7	M_nad_c	741	R_GLYCLTDxr	-1
3838	7	M_nad_c	1740	R_GLYCLTDxr_reverse	1
3839	789	M_glyclt_c	741	R_GLYCLTDxr	-1
3840	789	M_glyclt_c	1740	R_GLYCLTDxr_reverse	1
3841	4	M_h_c	741	R_GLYCLTDxr	1
3842	4	M_h_c	1740	R_GLYCLTDxr_reverse	-1
3843	5	M_nadh_c	741	R_GLYCLTDxr	1
3844	5	M_nadh_c	1740	R_GLYCLTDxr_reverse	-1
3845	340	M_glx_c	741	R_GLYCLTDxr	1
3846	340	M_glx_c	1740	R_GLYCLTDxr_reverse	-1
3847	263	M_o2_c	742	R_GLYCTO1	-1
3848	789	M_glyclt_c	742	R_GLYCTO1	-1
3849	340	M_glx_c	742	R_GLYCTO1	1
3850	432	M_h2o2_c	742	R_GLYCTO1	1
3851	578	M_q8_c	743	R_GLYCTO2	-1
3852	789	M_glyclt_c	743	R_GLYCTO2	-1
3853	340	M_glx_c	743	R_GLYCTO2	1
3854	580	M_q8h2_c	743	R_GLYCTO2	1
3855	405	M_mqn8_c	744	R_GLYCTO3	-1
3856	789	M_glyclt_c	744	R_GLYCTO3	-1
3857	340	M_glx_c	744	R_GLYCTO3	1
3858	581	M_mql8_c	744	R_GLYCTO3	1
3859	404	M_2dmmq8_c	745	R_GLYCTO4	-1
3860	789	M_glyclt_c	745	R_GLYCTO4	-1
3861	340	M_glx_c	745	R_GLYCTO4	1
3862	573	M_2dmmql8_c	745	R_GLYCTO4	1
3863	13	M_h2o_c	746	R_GLYCYSabc	-1
3864	185	M_atp_c	746	R_GLYCYSabc	-1
3865	651	M_glycys_e	746	R_GLYCYSabc	-1
3866	4	M_h_c	746	R_GLYCYSabc	1
3867	160	M_pi_c	746	R_GLYCYSabc	1
3868	229	M_adp_c	746	R_GLYCYSabc	1
3869	410	M_glycys_c	746	R_GLYCYSabc	1
3870	13	M_h2o_c	747	R_GLYGLN1c	-1
3871	13	M_h2o_c	1741	R_GLYGLN1c_reverse	1
3872	812	M_glygln_c	747	R_GLYGLN1c	-1
3873	812	M_glygln_c	1741	R_GLYGLN1c_reverse	1
3874	184	M_gly_c	747	R_GLYGLN1c	1
3875	184	M_gly_c	1741	R_GLYGLN1c_reverse	-1
3876	289	M_gln_L_c	747	R_GLYGLN1c	1
3877	289	M_gln_L_c	1741	R_GLYGLN1c_reverse	-1
3878	13	M_h2o_c	748	R_GLYGLNabc	-1
3879	185	M_atp_c	748	R_GLYGLNabc	-1
3880	652	M_glygln_e	748	R_GLYGLNabc	-1
3881	4	M_h_c	748	R_GLYGLNabc	1
3882	160	M_pi_c	748	R_GLYGLNabc	1
3883	229	M_adp_c	748	R_GLYGLNabc	1
3884	812	M_glygln_c	748	R_GLYGLNabc	1
3885	13	M_h2o_c	749	R_GLYGLU1c	-1
3886	13	M_h2o_c	1742	R_GLYGLU1c_reverse	1
3887	813	M_glyglu_c	749	R_GLYGLU1c	-1
3888	813	M_glyglu_c	1742	R_GLYGLU1c_reverse	1
3889	22	M_glu_L_c	749	R_GLYGLU1c	1
3890	22	M_glu_L_c	1742	R_GLYGLU1c_reverse	-1
3891	184	M_gly_c	749	R_GLYGLU1c	1
3892	184	M_gly_c	1742	R_GLYGLU1c_reverse	-1
3893	13	M_h2o_c	750	R_GLYGLUabc	-1
3894	185	M_atp_c	750	R_GLYGLUabc	-1
3895	653	M_glyglu_e	750	R_GLYGLUabc	-1
3896	4	M_h_c	750	R_GLYGLUabc	1
3897	160	M_pi_c	750	R_GLYGLUabc	1
3898	229	M_adp_c	750	R_GLYGLUabc	1
3899	813	M_glyglu_c	750	R_GLYGLUabc	1
3900	185	M_atp_c	751	R_GLYK	-1
3901	391	M_glyc_c	751	R_GLYK	-1
3902	4	M_h_c	751	R_GLYK	1
3903	229	M_adp_c	751	R_GLYK	1
3904	779	M_glyc3p_c	751	R_GLYK	1
3905	13	M_h2o_c	752	R_GLYLEUHYDROc	-1
3906	13	M_h2o_c	1743	R_GLYLEUHYDROc_reverse	1
3907	814	M_glyleu_c	752	R_GLYLEUHYDROc	-1
3908	814	M_glyleu_c	1743	R_GLYLEUHYDROc_reverse	1
3909	184	M_gly_c	752	R_GLYLEUHYDROc	1
3910	184	M_gly_c	1743	R_GLYLEUHYDROc_reverse	-1
3911	382	M_leu_L_c	752	R_GLYLEUHYDROc	1
3912	382	M_leu_L_c	1743	R_GLYLEUHYDROc_reverse	-1
3913	31	M_h_e	753	R_GLYLEUPEPT1tc	-1
3914	654	M_glyleu_e	753	R_GLYLEUPEPT1tc	-1
3915	4	M_h_c	753	R_GLYLEUPEPT1tc	1
3916	814	M_glyleu_c	753	R_GLYLEUPEPT1tc	1
3917	13	M_h2o_c	754	R_GLYMET1c	-1
3918	13	M_h2o_c	1744	R_GLYMET1c_reverse	1
3919	815	M_glymet_c	754	R_GLYMET1c	-1
3920	815	M_glymet_c	1744	R_GLYMET1c_reverse	1
3921	184	M_gly_c	754	R_GLYMET1c	1
3922	184	M_gly_c	1744	R_GLYMET1c_reverse	-1
3923	454	M_met_L_c	754	R_GLYMET1c	1
3924	454	M_met_L_c	1744	R_GLYMET1c_reverse	-1
3925	13	M_h2o_c	755	R_GLYMETabc	-1
3926	185	M_atp_c	755	R_GLYMETabc	-1
3927	655	M_glymet_e	755	R_GLYMETabc	-1
3928	4	M_h_c	755	R_GLYMETabc	1
3929	160	M_pi_c	755	R_GLYMETabc	1
3930	229	M_adp_c	755	R_GLYMETabc	1
3931	815	M_glymet_c	755	R_GLYMETabc	1
3932	13	M_h2o_c	756	R_GLYOX	-1
3933	816	M_lgt_S_c	756	R_GLYOX	-1
3934	4	M_h_c	756	R_GLYOX	1
3935	616	M_lac_D_c	756	R_GLYOX	1
3936	795	M_gthrd_c	756	R_GLYOX	1
3937	13	M_h2o_c	757	R_GLYPHEHYc	-1
3938	13	M_h2o_c	1745	R_GLYPHEHYc_reverse	1
3939	817	M_glyphe_c	757	R_GLYPHEHYc	-1
3940	817	M_glyphe_c	1745	R_GLYPHEHYc_reverse	1
3941	184	M_gly_c	757	R_GLYPHEHYc	1
3942	184	M_gly_c	1745	R_GLYPHEHYc_reverse	-1
3943	818	M_phe_L_c	757	R_GLYPHEHYc	1
3944	818	M_phe_L_c	1745	R_GLYPHEHYc_reverse	-1
3945	13	M_h2o_c	758	R_GLYPHEabc	-1
3946	185	M_atp_c	758	R_GLYPHEabc	-1
3947	656	M_glyphe_e	758	R_GLYPHEabc	-1
3948	4	M_h_c	758	R_GLYPHEabc	1
3949	160	M_pi_c	758	R_GLYPHEabc	1
3950	229	M_adp_c	758	R_GLYPHEabc	1
3951	817	M_glyphe_c	758	R_GLYPHEabc	1
3952	13	M_h2o_c	759	R_GLYPROPRO1c	-1
3953	13	M_h2o_c	1746	R_GLYPROPRO1c_reverse	1
3954	819	M_glypro_c	759	R_GLYPROPRO1c	-1
3955	819	M_glypro_c	1746	R_GLYPROPRO1c_reverse	1
3956	184	M_gly_c	759	R_GLYPROPRO1c	1
3957	184	M_gly_c	1746	R_GLYPROPRO1c_reverse	-1
3958	820	M_pro_L_c	759	R_GLYPROPRO1c	1
3959	820	M_pro_L_c	1746	R_GLYPROPRO1c_reverse	-1
3960	13	M_h2o_c	760	R_GLYPROabc	-1
3961	185	M_atp_c	760	R_GLYPROabc	-1
3962	657	M_glypro_e	760	R_GLYPROabc	-1
3963	4	M_h_c	760	R_GLYPROabc	1
3964	160	M_pi_c	760	R_GLYPROabc	1
3965	229	M_adp_c	760	R_GLYPROabc	1
3966	819	M_glypro_c	760	R_GLYPROabc	1
3967	4	M_h_c	761	R_GLYR	-2
3968	5	M_nadh_c	761	R_GLYR	-1
3969	160	M_pi_c	761	R_GLYR	-1
3970	184	M_gly_c	761	R_GLYR	-1
3971	7	M_nad_c	761	R_GLYR	1
3972	13	M_h2o_c	761	R_GLYR	1
3973	233	M_actp_c	761	R_GLYR	1
3974	280	M_nh4_c	761	R_GLYR	1
3975	13	M_h2o_c	762	R_GLYTYR1c	-1
3976	13	M_h2o_c	1747	R_GLYTYR1c_reverse	1
3977	821	M_glytyr_c	762	R_GLYTYR1c	-1
3978	821	M_glytyr_c	1747	R_GLYTYR1c_reverse	1
3979	184	M_gly_c	762	R_GLYTYR1c	1
3980	184	M_gly_c	1747	R_GLYTYR1c_reverse	-1
3981	822	M_tyr_L_c	762	R_GLYTYR1c	1
3982	822	M_tyr_L_c	1747	R_GLYTYR1c_reverse	-1
3983	13	M_h2o_c	763	R_GLYTYRabc	-1
3984	185	M_atp_c	763	R_GLYTYRabc	-1
3985	658	M_glytyr_e	763	R_GLYTYRabc	-1
3986	4	M_h_c	763	R_GLYTYRabc	1
3987	160	M_pi_c	763	R_GLYTYRabc	1
3988	229	M_adp_c	763	R_GLYTYRabc	1
3989	821	M_glytyr_c	763	R_GLYTYRabc	1
3990	31	M_h_e	764	R_GLYt2r	-1
3991	31	M_h_e	1748	R_GLYt2r_reverse	1
3992	646	M_gly_e	764	R_GLYt2r	-1
3993	646	M_gly_e	1748	R_GLYt2r_reverse	1
3994	4	M_h_c	764	R_GLYt2r	1
3995	4	M_h_c	1748	R_GLYt2r_reverse	-1
3996	184	M_gly_c	764	R_GLYt2r	1
3997	184	M_gly_c	1748	R_GLYt2r_reverse	-1
3998	13	M_h2o_c	765	R_GMPS2	-1
3999	185	M_atp_c	765	R_GMPS2	-1
4000	289	M_gln_L_c	765	R_GMPS2	-1
4001	823	M_xmp_c	765	R_GMPS2	-1
4002	4	M_h_c	765	R_GMPS2	2
4003	22	M_glu_L_c	765	R_GMPS2	1
4004	188	M_amp_c	765	R_GMPS2	1
4005	189	M_ppi_c	765	R_GMPS2	1
4006	310	M_gmp_c	765	R_GMPS2	1
4007	13	M_h2o_c	766	R_GPDDA1	-1
4008	824	M_g3pc_c	766	R_GPDDA1	-1
4009	4	M_h_c	766	R_GPDDA1	1
4010	779	M_glyc3p_c	766	R_GPDDA1	1
4011	825	M_chol_c	766	R_GPDDA1	1
4012	13	M_h2o_c	767	R_GPDDA2	-1
4013	826	M_g3pe_c	767	R_GPDDA2	-1
4014	4	M_h_c	767	R_GPDDA2	1
4015	625	M_etha_c	767	R_GPDDA2	1
4016	779	M_glyc3p_c	767	R_GPDDA2	1
4017	13	M_h2o_c	768	R_GPDDA4	-1
4018	827	M_g3pg_c	768	R_GPDDA4	-1
4019	4	M_h_c	768	R_GPDDA4	1
4020	391	M_glyc_c	768	R_GPDDA4	1
4021	779	M_glyc3p_c	768	R_GPDDA4	1
4022	591	M_ipdp_c	769	R_GRTT	-1
4023	592	M_grdp_c	769	R_GRTT	-1
4024	189	M_ppi_c	769	R_GRTT	1
4025	768	M_frdp_c	769	R_GRTT	1
4026	13	M_h2o_c	770	R_GTPCI	-1
4027	211	M_gtp_c	770	R_GTPCI	-1
4028	4	M_h_c	770	R_GTPCI	1
4029	365	M_ahdt_c	770	R_GTPCI	1
4030	406	M_for_c	770	R_GTPCI	1
4031	13	M_h2o_c	771	R_GTPCII	-3
4032	211	M_gtp_c	771	R_GTPCII	-1
4033	4	M_h_c	771	R_GTPCII	2
4034	189	M_ppi_c	771	R_GTPCII	1
4035	406	M_for_c	771	R_GTPCII	1
4036	586	M_25dhpp_c	771	R_GTPCII	1
4037	185	M_atp_c	772	R_GTPDPK	-1
4038	211	M_gtp_c	772	R_GTPDPK	-1
4039	4	M_h_c	772	R_GTPDPK	1
4040	188	M_amp_c	772	R_GTPDPK	1
4041	828	M_gdptp_c	772	R_GTPDPK	1
4042	4	M_h_c	773	R_GUAD	-1
4043	13	M_h2o_c	773	R_GUAD	-1
4044	829	M_gua_c	773	R_GUAD	-1
4045	280	M_nh4_c	773	R_GUAD	1
4046	830	M_xan_c	773	R_GUAD	1
4047	314	M_prpp_c	774	R_GUAPRT	-1
4048	829	M_gua_c	774	R_GUAPRT	-1
4049	189	M_ppi_c	774	R_GUAPRT	1
4050	310	M_gmp_c	774	R_GUAPRT	1
4051	13	M_h2o_c	775	R_H2CO3D	-1
4052	13	M_h2o_c	1749	R_H2CO3D_reverse	1
4053	129	M_co2_c	775	R_H2CO3D	-1
4054	129	M_co2_c	1749	R_H2CO3D_reverse	1
4055	4	M_h_c	775	R_H2CO3D	1
4056	4	M_h_c	1749	R_H2CO3D_reverse	-1
4057	364	M_hco3_c	775	R_H2CO3D	1
4058	364	M_hco3_c	1749	R_H2CO3D_reverse	-1
4059	660	M_h2o_e	776	R_H2Ot	-1
4060	660	M_h2o_e	1750	R_H2Ot_reverse	1
4061	13	M_h2o_c	776	R_H2Ot	1
4062	13	M_h2o_c	1750	R_H2Ot_reverse	-1
4063	661	M_h2s_e	777	R_H2St	-1
4064	661	M_h2s_e	1751	R_H2St_reverse	1
4065	346	M_h2s_c	777	R_H2St	1
4066	346	M_h2s_c	1751	R_H2St_reverse	-1
4067	831	M_h2_c	778	R_H2td	-1
4068	831	M_h2_c	1752	R_H2td_reverse	1
4069	659	M_h2_e	778	R_H2td	1
4070	659	M_h2_e	1752	R_H2td_reverse	-1
4071	4	M_h_c	779	R_HACD1	-1
4072	4	M_h_c	1753	R_HACD1_reverse	1
4073	5	M_nadh_c	779	R_HACD1	-1
4074	5	M_nadh_c	1753	R_HACD1_reverse	1
4075	187	M_aacoa_c	779	R_HACD1	-1
4076	187	M_aacoa_c	1753	R_HACD1_reverse	1
4077	7	M_nad_c	779	R_HACD1	1
4078	7	M_nad_c	1753	R_HACD1_reverse	-1
4079	94	M_3hbcoa_c	779	R_HACD1	1
4080	94	M_3hbcoa_c	1753	R_HACD1_reverse	-1
4081	7	M_nad_c	780	R_HACD9	-1
4082	7	M_nad_c	1754	R_HACD9_reverse	1
4083	621	M_3hmbcoa_c	780	R_HACD9	-1
4084	621	M_3hmbcoa_c	1754	R_HACD9_reverse	1
4085	4	M_h_c	780	R_HACD9	1
4086	4	M_h_c	1754	R_HACD9_reverse	-1
4087	5	M_nadh_c	780	R_HACD9	1
4088	5	M_nadh_c	1754	R_HACD9_reverse	-1
4089	832	M_2maacoa_c	780	R_HACD9	1
4090	832	M_2maacoa_c	1754	R_HACD9_reverse	-1
4091	479	M_4hbz_c	781	R_HBZOPT	-1
4092	572	M_octdp_c	781	R_HBZOPT	-1
4093	189	M_ppi_c	781	R_HBZOPT	1
4094	833	M_3ophb_c	781	R_HBZOPT	1
4095	13	M_h2o_c	782	R_HCITS	-1
4096	24	M_akg_c	782	R_HCITS	-1
4097	99	M_accoa_c	782	R_HCITS	-1
4098	4	M_h_c	782	R_HCITS	1
4099	29	M_coa_c	782	R_HCITS	1
4100	834	M_hcit_c	782	R_HCITS	1
4101	662	M_hdca_e	783	R_HDCAtr	-1
4102	662	M_hdca_e	1755	R_HDCAtr_reverse	1
4103	740	M_hdca_c	783	R_HDCAtr	1
4104	740	M_hdca_c	1755	R_HDCAtr_reverse	-1
4105	257	M_ihdcoa_c	784	R_HDG3PACT	-1
4106	257	M_ihdcoa_c	1756	R_HDG3PACT_reverse	1
4107	779	M_glyc3p_c	784	R_HDG3PACT	-1
4108	779	M_glyc3p_c	1756	R_HDG3PACT_reverse	1
4109	29	M_coa_c	784	R_HDG3PACT	1
4110	29	M_coa_c	1756	R_HDG3PACT_reverse	-1
4111	240	M_1hdecg3p_c	784	R_HDG3PACT	1
4112	240	M_1hdecg3p_c	1756	R_HDG3PACT_reverse	-1
4113	574	M_hepdp_c	785	R_HETT	-1
4114	591	M_ipdp_c	785	R_HETT	-1
4115	189	M_ppi_c	785	R_HETT	1
4116	572	M_octdp_c	785	R_HETT	1
4117	185	M_atp_c	786	R_HETZK	-1
4118	835	M_4mhetz_c	786	R_HETZK	-1
4119	4	M_h_c	786	R_HETZK	1
4120	229	M_adp_c	786	R_HETZK	1
4121	836	M_4mpetz_c	786	R_HETZK	1
4122	185	M_atp_c	787	R_HEX1	-1
4123	445	M_glc_D_c	787	R_HEX1	-1
4124	4	M_h_c	787	R_HEX1	1
4125	179	M_g6p_c	787	R_HEX1	1
4126	229	M_adp_c	787	R_HEX1	1
4127	185	M_atp_c	788	R_HEX7	-1
4128	837	M_fru_c	788	R_HEX7	-1
4129	4	M_h_c	788	R_HEX7	1
4130	229	M_adp_c	788	R_HEX7	1
4131	756	M_f6p_c	788	R_HEX7	1
4132	13	M_h2o_c	789	R_HEXSabc	-1
4133	185	M_atp_c	789	R_HEXSabc	-1
4134	663	M_hexs_e	789	R_HEXSabc	-1
4135	4	M_h_c	789	R_HEXSabc	1
4136	160	M_pi_c	789	R_HEXSabc	1
4137	229	M_adp_c	789	R_HEXSabc	1
4138	838	M_hexs_c	789	R_HEXSabc	1
4139	591	M_ipdp_c	790	R_HEXTT	-1
4140	839	M_hexdp_c	790	R_HEXTT	-1
4141	189	M_ppi_c	790	R_HEXTT	1
4142	574	M_hepdp_c	790	R_HEXTT	1
4143	13	M_h2o_c	791	R_HG2abc	-1
4144	185	M_atp_c	791	R_HG2abc	-1
4145	840	M_hg2_c	791	R_HG2abc	-1
4146	4	M_h_c	791	R_HG2abc	1
4147	160	M_pi_c	791	R_HG2abc	1
4148	229	M_adp_c	791	R_HG2abc	1
4149	664	M_hg2_e	791	R_HG2abc	1
4150	7	M_nad_c	792	R_HIBDkt	-1
4151	97	M_3hmp_c	792	R_HIBDkt	-1
4152	4	M_h_c	792	R_HIBDkt	1
4153	5	M_nadh_c	792	R_HIBDkt	1
4154	841	M_mmtsa_c	792	R_HIBDkt	1
4155	7	M_nad_c	793	R_HISTD	-2
4156	13	M_h2o_c	793	R_HISTD	-1
4157	842	M_histd_c	793	R_HISTD	-1
4158	4	M_h_c	793	R_HISTD	3
4159	5	M_nadh_c	793	R_HISTD	2
4160	379	M_his_L_c	793	R_HISTD	1
4161	7	M_nad_c	794	R_HISTDOX	-1
4162	7	M_nad_c	1757	R_HISTDOX_reverse	1
4163	842	M_histd_c	794	R_HISTDOX	-1
4164	842	M_histd_c	1757	R_HISTDOX_reverse	1
4165	4	M_h_c	794	R_HISTDOX	1
4166	4	M_h_c	1757	R_HISTDOX_reverse	-1
4167	5	M_nadh_c	794	R_HISTDOX	1
4168	5	M_nadh_c	1757	R_HISTDOX_reverse	-1
4169	843	M_histl_L_c	794	R_HISTDOX	1
4170	843	M_histl_L_c	1757	R_HISTDOX_reverse	-1
4171	7	M_nad_c	795	R_HISTLOX	-1
4172	13	M_h2o_c	795	R_HISTLOX	-1
4173	843	M_histl_L_c	795	R_HISTLOX	-1
4174	4	M_h_c	795	R_HISTLOX	2
4175	5	M_nadh_c	795	R_HISTLOX	1
4176	379	M_his_L_c	795	R_HISTLOX	1
4177	13	M_h2o_c	796	R_HISTP	-1
4178	844	M_hisp_c	796	R_HISTP	-1
4179	160	M_pi_c	796	R_HISTP	1
4180	842	M_histd_c	796	R_HISTP	1
4181	31	M_h_e	797	R_HISt2r	-1
4182	31	M_h_e	1758	R_HISt2r_reverse	1
4183	665	M_his_L_e	797	R_HISt2r	-1
4184	665	M_his_L_e	1758	R_HISt2r_reverse	1
4185	4	M_h_c	797	R_HISt2r	1
4186	4	M_h_c	1758	R_HISt2r_reverse	-1
4187	379	M_his_L_c	797	R_HISt2r	1
4188	379	M_his_L_c	1758	R_HISt2r_reverse	-1
4189	13	M_h2o_c	798	R_HKt	-1
4190	185	M_atp_c	798	R_HKt	-1
4191	674	M_k_e	798	R_HKt	-1
4192	31	M_h_e	798	R_HKt	1
4193	160	M_pi_c	798	R_HKt	1
4194	229	M_adp_c	798	R_HKt	1
4195	845	M_k_c	798	R_HKt	1
4196	13	M_h2o_c	799	R_HMBS	-1
4197	846	M_ppbng_c	799	R_HMBS	-4
4198	280	M_nh4_c	799	R_HMBS	4
4199	847	M_hmbil_c	799	R_HMBS	1
4200	185	M_atp_c	800	R_HMPK1	-1
4201	343	M_4ahmmp_c	800	R_HMPK1	-1
4202	4	M_h_c	800	R_HMPK1	1
4203	229	M_adp_c	800	R_HMPK1	1
4204	407	M_4ampm_c	800	R_HMPK1	1
4205	31	M_h_e	801	R_HPACt2r	-1
4206	31	M_h_e	1759	R_HPACt2r_reverse	1
4207	630	M_4hphac_e	801	R_HPACt2r	-1
4208	630	M_4hphac_e	1759	R_HPACt2r_reverse	1
4209	4	M_h_c	801	R_HPACt2r	1
4210	4	M_h_c	1759	R_HPACt2r_reverse	-1
4211	155	M_4hphac_c	801	R_HPACt2r	1
4212	155	M_4hphac_c	1759	R_HPACt2r_reverse	-1
4213	185	M_atp_c	802	R_HPPK	-1
4214	575	M_2ahhmp_c	802	R_HPPK	-1
4215	4	M_h_c	802	R_HPPK	1
4216	188	M_amp_c	802	R_HPPK	1
4217	762	M_2ahhmd_c	802	R_HPPK	1
4218	185	M_atp_c	803	R_HPPK2	-1
4219	576	M_6hmhpt_c	803	R_HPPK2	-1
4220	4	M_h_c	803	R_HPPK2	1
4221	188	M_amp_c	803	R_HPPK2	1
4222	587	M_6hmhptpp_c	803	R_HPPK2	1
4223	4	M_h_c	804	R_HPYRR3x	-1
4224	5	M_nadh_c	804	R_HPYRR3x	-1
4225	280	M_nh4_c	804	R_HPYRR3x	-1
4226	790	M_hpyr_c	804	R_HPYRR3x	-1
4227	7	M_nad_c	804	R_HPYRR3x	1
4228	13	M_h2o_c	804	R_HPYRR3x	1
4229	797	M_ser_L_c	804	R_HPYRR3x	1
4230	7	M_nad_c	805	R_HSDx	-1
4231	7	M_nad_c	1760	R_HSDx_reverse	1
4232	848	M_hom_L_c	805	R_HSDx	-1
4233	848	M_hom_L_c	1760	R_HSDx_reverse	1
4234	4	M_h_c	805	R_HSDx	1
4235	4	M_h_c	1760	R_HSDx_reverse	-1
4236	5	M_nadh_c	805	R_HSDx	1
4237	5	M_nadh_c	1760	R_HSDx_reverse	-1
4238	423	M_aspsa_c	805	R_HSDx	1
4239	423	M_aspsa_c	1760	R_HSDx_reverse	-1
4240	10	M_nadp_c	806	R_HSDy	-1
4241	10	M_nadp_c	1761	R_HSDy_reverse	1
4242	848	M_hom_L_c	806	R_HSDy	-1
4243	848	M_hom_L_c	1761	R_HSDy_reverse	1
4244	4	M_h_c	806	R_HSDy	1
4245	4	M_h_c	1761	R_HSDy_reverse	-1
4246	12	M_nadph_c	806	R_HSDy	1
4247	12	M_nadph_c	1761	R_HSDy_reverse	-1
4248	423	M_aspsa_c	806	R_HSDy	1
4249	423	M_aspsa_c	1761	R_HSDy_reverse	-1
4250	185	M_atp_c	807	R_HSK	-1
4251	848	M_hom_L_c	807	R_HSK	-1
4252	4	M_h_c	807	R_HSK	1
4253	229	M_adp_c	807	R_HSK	1
4254	849	M_phom_c	807	R_HSK	1
4255	848	M_hom_L_c	808	R_HSST	-1
4256	850	M_succoa_c	808	R_HSST	-1
4257	29	M_coa_c	808	R_HSST	1
4258	851	M_suchms_c	808	R_HSST	1
4259	24	M_akg_c	809	R_HSTPTr	-1
4260	24	M_akg_c	1762	R_HSTPTr_reverse	1
4261	844	M_hisp_c	809	R_HSTPTr	-1
4262	844	M_hisp_c	1762	R_HSTPTr_reverse	1
4263	22	M_glu_L_c	809	R_HSTPTr	1
4264	22	M_glu_L_c	1762	R_HSTPTr_reverse	-1
4265	852	M_imacp_c	809	R_HSTPTr	1
4266	852	M_imacp_c	1762	R_HSTPTr_reverse	-1
4267	7	M_nad_c	810	R_HXAND	-1
4268	13	M_h2o_c	810	R_HXAND	-1
4269	291	M_hxan_c	810	R_HXAND	-1
4270	4	M_h_c	810	R_HXAND	1
4271	5	M_nadh_c	810	R_HXAND	1
4272	830	M_xan_c	810	R_HXAND	1
4273	291	M_hxan_c	811	R_HXPRT	-1
4274	314	M_prpp_c	811	R_HXPRT	-1
4275	189	M_ppi_c	811	R_HXPRT	1
4276	320	M_imp_c	811	R_HXPRT	1
4277	450	M_fdxrd_c	812	R_HYD4	-1
4278	449	M_fdxox_c	812	R_HYD4	1
4279	831	M_h2_c	812	R_HYD4	1
4280	666	M_hxan_e	813	R_HYXNt	-1
