Matrix Index	Metabolite#	MetaboliteID	Reaction#	ReactionID	Stoichiometry
1	1	M_23dhmp_c	1	R_23DHMPO	-1
2	1	M_23dhmp_c	1070	R_23DHMPO_reverse	1
3	2	M_nadp_c	1	R_23DHMPO	-1
4	2	M_nadp_c	1070	R_23DHMPO_reverse	1
5	3	M_3h3mop_c	1	R_23DHMPO	1
6	3	M_3h3mop_c	1070	R_23DHMPO_reverse	-1
7	4	M_h_c	1	R_23DHMPO	1
8	4	M_h_c	1070	R_23DHMPO_reverse	-1
9	5	M_nadph_c	1	R_23DHMPO	1
10	5	M_nadph_c	1070	R_23DHMPO_reverse	-1
11	6	M_akg_c	2	R_26DAPLLAT	-1
12	6	M_akg_c	1071	R_26DAPLLAT_reverse	1
13	7	M_26dap_LL_c	2	R_26DAPLLAT	-1
14	7	M_26dap_LL_c	1071	R_26DAPLLAT_reverse	1
15	4	M_h_c	2	R_26DAPLLAT	1
16	4	M_h_c	1071	R_26DAPLLAT_reverse	-1
17	8	M_h2o_c	2	R_26DAPLLAT	1
18	8	M_h2o_c	1071	R_26DAPLLAT_reverse	-1
19	9	M_glu_L_c	2	R_26DAPLLAT	1
20	9	M_glu_L_c	1071	R_26DAPLLAT_reverse	-1
21	10	M_thdp_c	2	R_26DAPLLAT	1
22	10	M_thdp_c	1071	R_26DAPLLAT_reverse	-1
23	11	M_2ahbut_c	3	R_2AHBUTI	-1
24	11	M_2ahbut_c	1072	R_2AHBUTI_reverse	1
25	3	M_3h3mop_c	3	R_2AHBUTI	1
26	3	M_3h3mop_c	1072	R_2AHBUTI_reverse	-1
27	12	M_2mbcoa_c	4	R_2MBCOATA	-1
28	12	M_2mbcoa_c	1073	R_2MBCOATA_reverse	1
29	13	M_ACP_c	4	R_2MBCOATA	-1
30	13	M_ACP_c	1073	R_2MBCOATA_reverse	1
31	14	M_coa_c	4	R_2MBCOATA	1
32	14	M_coa_c	1073	R_2MBCOATA_reverse	-1
33	15	M_2mbutACP_c	4	R_2MBCOATA	1
34	15	M_2mbutACP_c	1073	R_2MBCOATA_reverse	-1
35	16	M_10m3hddcaACP_c	5	R_3HAD10M12	-1
36	8	M_h2o_c	5	R_3HAD10M12	1
37	17	M_10mtddec2eACP_c	5	R_3HAD10M12	1
38	18	M_11m3hddcaACP_c	6	R_3HAD11M12	-1
39	8	M_h2o_c	6	R_3HAD11M12	1
40	19	M_11mtddec2eACP_c	6	R_3HAD11M12	1
41	20	M_12m3hmyrsACP_c	7	R_3HAD12M14	-1
42	8	M_h2o_c	7	R_3HAD12M14	1
43	21	M_12mtmrs2eACP_c	7	R_3HAD12M14	1
44	22	M_13m3hmyrsACP_c	8	R_3HAD13M14	-1
45	8	M_h2o_c	8	R_3HAD13M14	1
46	23	M_13mtmrs2eACP_c	8	R_3HAD13M14	1
47	24	M_14m3hpalmACP_c	9	R_3HAD14M16	-1
48	8	M_h2o_c	9	R_3HAD14M16	1
49	25	M_14mtpalm2eACP_c	9	R_3HAD14M16	1
50	26	M_15m3hpalmACP_c	10	R_3HAD15M16	-1
51	8	M_h2o_c	10	R_3HAD15M16	1
52	27	M_15mtpalm2eACP_c	10	R_3HAD15M16	1
53	28	M_4m3hhexACP_c	11	R_3HAD4M6	-1
54	8	M_h2o_c	11	R_3HAD4M6	1
55	29	M_4mthex2eACP_c	11	R_3HAD4M6	1
56	30	M_5m3hhexACP_c	12	R_3HAD5M6	-1
57	8	M_h2o_c	12	R_3HAD5M6	1
58	31	M_5mthex2eACP_c	12	R_3HAD5M6	1
59	32	M_6m3hocACP_c	13	R_3HAD6M8	-1
60	8	M_h2o_c	13	R_3HAD6M8	1
61	33	M_6mtoct2eACP_c	13	R_3HAD6M8	1
62	34	M_7m3hocACP_c	14	R_3HAD7M8	-1
63	8	M_h2o_c	14	R_3HAD7M8	1
64	35	M_7mtoct2eACP_c	14	R_3HAD7M8	1
65	36	M_8m3hdcaACP_c	15	R_3HAD8M10	-1
66	8	M_h2o_c	15	R_3HAD8M10	1
67	37	M_8mtdec2eACP_c	15	R_3HAD8M10	1
68	38	M_9m3hdcaACP_c	16	R_3HAD9M10	-1
69	8	M_h2o_c	16	R_3HAD9M10	1
70	39	M_9mtdec2eACP_c	16	R_3HAD9M10	1
71	4	M_h_c	17	R_3MOBS	-1
72	4	M_h_c	1074	R_3MOBS_reverse	1
73	14	M_coa_c	17	R_3MOBS	-1
74	14	M_coa_c	1074	R_3MOBS_reverse	1
75	40	M_3c3hmp_c	17	R_3MOBS	-1
76	40	M_3c3hmp_c	1074	R_3MOBS_reverse	1
77	8	M_h2o_c	17	R_3MOBS	1
78	8	M_h2o_c	1074	R_3MOBS_reverse	-1
79	41	M_accoa_c	17	R_3MOBS	1
80	41	M_accoa_c	1074	R_3MOBS_reverse	-1
81	42	M_3mob_c	17	R_3MOBS	1
82	42	M_3mob_c	1074	R_3MOBS_reverse	-1
83	4	M_h_c	18	R_3OAR100	-1
84	4	M_h_c	1075	R_3OAR100_reverse	1
85	5	M_nadph_c	18	R_3OAR100	-1
86	5	M_nadph_c	1075	R_3OAR100_reverse	1
87	43	M_3odecACP_c	18	R_3OAR100	-1
88	43	M_3odecACP_c	1075	R_3OAR100_reverse	1
89	2	M_nadp_c	18	R_3OAR100	1
90	2	M_nadp_c	1075	R_3OAR100_reverse	-1
91	44	M_3hdecACP_c	18	R_3OAR100	1
92	44	M_3hdecACP_c	1075	R_3OAR100_reverse	-1
93	4	M_h_c	19	R_3OAR10M11	-1
94	4	M_h_c	1076	R_3OAR10M11_reverse	1
95	5	M_nadph_c	19	R_3OAR10M11	-1
96	5	M_nadph_c	1076	R_3OAR10M11_reverse	1
97	45	M_10m3oundecACP_c	19	R_3OAR10M11	-1
98	45	M_10m3oundecACP_c	1076	R_3OAR10M11_reverse	1
99	2	M_nadp_c	19	R_3OAR10M11	1
100	2	M_nadp_c	1076	R_3OAR10M11_reverse	-1
101	46	M_10m3hundecACP_c	19	R_3OAR10M11	1
102	46	M_10m3hundecACP_c	1076	R_3OAR10M11_reverse	-1
103	4	M_h_c	20	R_3OAR10M12	-1
104	4	M_h_c	1077	R_3OAR10M12_reverse	1
105	5	M_nadph_c	20	R_3OAR10M12	-1
106	5	M_nadph_c	1077	R_3OAR10M12_reverse	1
107	47	M_10m3oddcaACP_c	20	R_3OAR10M12	-1
108	47	M_10m3oddcaACP_c	1077	R_3OAR10M12_reverse	1
109	2	M_nadp_c	20	R_3OAR10M12	1
110	2	M_nadp_c	1077	R_3OAR10M12_reverse	-1
111	16	M_10m3hddcaACP_c	20	R_3OAR10M12	1
112	16	M_10m3hddcaACP_c	1077	R_3OAR10M12_reverse	-1
113	4	M_h_c	21	R_3OAR11M12	-1
114	4	M_h_c	1078	R_3OAR11M12_reverse	1
115	5	M_nadph_c	21	R_3OAR11M12	-1
116	5	M_nadph_c	1078	R_3OAR11M12_reverse	1
117	48	M_11m3oddcaACP_c	21	R_3OAR11M12	-1
118	48	M_11m3oddcaACP_c	1078	R_3OAR11M12_reverse	1
119	2	M_nadp_c	21	R_3OAR11M12	1
120	2	M_nadp_c	1078	R_3OAR11M12_reverse	-1
121	18	M_11m3hddcaACP_c	21	R_3OAR11M12	1
122	18	M_11m3hddcaACP_c	1078	R_3OAR11M12_reverse	-1
123	4	M_h_c	22	R_3OAR120	-1
124	4	M_h_c	1079	R_3OAR120_reverse	1
125	5	M_nadph_c	22	R_3OAR120	-1
126	5	M_nadph_c	1079	R_3OAR120_reverse	1
127	49	M_3oddecACP_c	22	R_3OAR120	-1
128	49	M_3oddecACP_c	1079	R_3OAR120_reverse	1
129	2	M_nadp_c	22	R_3OAR120	1
130	2	M_nadp_c	1079	R_3OAR120_reverse	-1
131	50	M_3hddecACP_c	22	R_3OAR120	1
132	50	M_3hddecACP_c	1079	R_3OAR120_reverse	-1
133	4	M_h_c	23	R_3OAR12M13	-1
134	4	M_h_c	1080	R_3OAR12M13_reverse	1
135	5	M_nadph_c	23	R_3OAR12M13	-1
136	5	M_nadph_c	1080	R_3OAR12M13_reverse	1
137	51	M_12m3otridecACP_c	23	R_3OAR12M13	-1
138	51	M_12m3otridecACP_c	1080	R_3OAR12M13_reverse	1
139	2	M_nadp_c	23	R_3OAR12M13	1
140	2	M_nadp_c	1080	R_3OAR12M13_reverse	-1
141	52	M_12m3htridecACP_c	23	R_3OAR12M13	1
142	52	M_12m3htridecACP_c	1080	R_3OAR12M13_reverse	-1
143	4	M_h_c	24	R_3OAR12M14	-1
144	4	M_h_c	1081	R_3OAR12M14_reverse	1
145	5	M_nadph_c	24	R_3OAR12M14	-1
146	5	M_nadph_c	1081	R_3OAR12M14_reverse	1
147	53	M_12m3omyrsACP_c	24	R_3OAR12M14	-1
148	53	M_12m3omyrsACP_c	1081	R_3OAR12M14_reverse	1
149	2	M_nadp_c	24	R_3OAR12M14	1
150	2	M_nadp_c	1081	R_3OAR12M14_reverse	-1
151	20	M_12m3hmyrsACP_c	24	R_3OAR12M14	1
152	20	M_12m3hmyrsACP_c	1081	R_3OAR12M14_reverse	-1
153	4	M_h_c	25	R_3OAR13M14	-1
154	4	M_h_c	1082	R_3OAR13M14_reverse	1
155	5	M_nadph_c	25	R_3OAR13M14	-1
156	5	M_nadph_c	1082	R_3OAR13M14_reverse	1
157	54	M_13m3omyrsACP_c	25	R_3OAR13M14	-1
158	54	M_13m3omyrsACP_c	1082	R_3OAR13M14_reverse	1
159	2	M_nadp_c	25	R_3OAR13M14	1
160	2	M_nadp_c	1082	R_3OAR13M14_reverse	-1
161	22	M_13m3hmyrsACP_c	25	R_3OAR13M14	1
162	22	M_13m3hmyrsACP_c	1082	R_3OAR13M14_reverse	-1
163	4	M_h_c	26	R_3OAR140	-1
164	4	M_h_c	1083	R_3OAR140_reverse	1
165	5	M_nadph_c	26	R_3OAR140	-1
166	5	M_nadph_c	1083	R_3OAR140_reverse	1
167	55	M_3omrsACP_c	26	R_3OAR140	-1
168	55	M_3omrsACP_c	1083	R_3OAR140_reverse	1
169	2	M_nadp_c	26	R_3OAR140	1
170	2	M_nadp_c	1083	R_3OAR140_reverse	-1
171	56	M_3hmrsACP_c	26	R_3OAR140	1
172	56	M_3hmrsACP_c	1083	R_3OAR140_reverse	-1
173	4	M_h_c	27	R_3OAR14M15	-1
174	4	M_h_c	1084	R_3OAR14M15_reverse	1
175	5	M_nadph_c	27	R_3OAR14M15	-1
176	5	M_nadph_c	1084	R_3OAR14M15_reverse	1
177	57	M_14m3opentdecACP_c	27	R_3OAR14M15	-1
178	57	M_14m3opentdecACP_c	1084	R_3OAR14M15_reverse	1
179	2	M_nadp_c	27	R_3OAR14M15	1
180	2	M_nadp_c	1084	R_3OAR14M15_reverse	-1
181	58	M_14m3hpentdecACP_c	27	R_3OAR14M15	1
182	58	M_14m3hpentdecACP_c	1084	R_3OAR14M15_reverse	-1
183	4	M_h_c	28	R_3OAR14M16	-1
184	4	M_h_c	1085	R_3OAR14M16_reverse	1
185	5	M_nadph_c	28	R_3OAR14M16	-1
186	5	M_nadph_c	1085	R_3OAR14M16_reverse	1
187	59	M_14m3opalmACP_c	28	R_3OAR14M16	-1
188	59	M_14m3opalmACP_c	1085	R_3OAR14M16_reverse	1
189	2	M_nadp_c	28	R_3OAR14M16	1
190	2	M_nadp_c	1085	R_3OAR14M16_reverse	-1
191	24	M_14m3hpalmACP_c	28	R_3OAR14M16	1
192	24	M_14m3hpalmACP_c	1085	R_3OAR14M16_reverse	-1
193	4	M_h_c	29	R_3OAR15M16	-1
194	4	M_h_c	1086	R_3OAR15M16_reverse	1
195	5	M_nadph_c	29	R_3OAR15M16	-1
196	5	M_nadph_c	1086	R_3OAR15M16_reverse	1
197	60	M_15m3opalmACP_c	29	R_3OAR15M16	-1
198	60	M_15m3opalmACP_c	1086	R_3OAR15M16_reverse	1
199	2	M_nadp_c	29	R_3OAR15M16	1
200	2	M_nadp_c	1086	R_3OAR15M16_reverse	-1
201	26	M_15m3hpalmACP_c	29	R_3OAR15M16	1
202	26	M_15m3hpalmACP_c	1086	R_3OAR15M16_reverse	-1
203	4	M_h_c	30	R_3OAR160	-1
204	4	M_h_c	1087	R_3OAR160_reverse	1
205	5	M_nadph_c	30	R_3OAR160	-1
206	5	M_nadph_c	1087	R_3OAR160_reverse	1
207	61	M_3opalmACP_c	30	R_3OAR160	-1
208	61	M_3opalmACP_c	1087	R_3OAR160_reverse	1
209	2	M_nadp_c	30	R_3OAR160	1
210	2	M_nadp_c	1087	R_3OAR160_reverse	-1
211	62	M_3hpalmACP_c	30	R_3OAR160	1
212	62	M_3hpalmACP_c	1087	R_3OAR160_reverse	-1
213	4	M_h_c	31	R_3OAR180	-1
214	4	M_h_c	1088	R_3OAR180_reverse	1
215	5	M_nadph_c	31	R_3OAR180	-1
216	5	M_nadph_c	1088	R_3OAR180_reverse	1
217	63	M_3ooctdACP_c	31	R_3OAR180	-1
218	63	M_3ooctdACP_c	1088	R_3OAR180_reverse	1
219	2	M_nadp_c	31	R_3OAR180	1
220	2	M_nadp_c	1088	R_3OAR180_reverse	-1
221	64	M_3hoctaACP_c	31	R_3OAR180	1
222	64	M_3hoctaACP_c	1088	R_3OAR180_reverse	-1
223	4	M_h_c	32	R_3OAR40	-1
224	4	M_h_c	1089	R_3OAR40_reverse	1
225	5	M_nadph_c	32	R_3OAR40	-1
226	5	M_nadph_c	1089	R_3OAR40_reverse	1
227	65	M_actACP_c	32	R_3OAR40	-1
228	65	M_actACP_c	1089	R_3OAR40_reverse	1
229	2	M_nadp_c	32	R_3OAR40	1
230	2	M_nadp_c	1089	R_3OAR40_reverse	-1
231	66	M_3haACP_c	32	R_3OAR40	1
232	66	M_3haACP_c	1089	R_3OAR40_reverse	-1
233	4	M_h_c	33	R_3OAR4M5	-1
234	4	M_h_c	1090	R_3OAR4M5_reverse	1
235	5	M_nadph_c	33	R_3OAR4M5	-1
236	5	M_nadph_c	1090	R_3OAR4M5_reverse	1
237	67	M_4m3opentACP_c	33	R_3OAR4M5	-1
238	67	M_4m3opentACP_c	1090	R_3OAR4M5_reverse	1
239	2	M_nadp_c	33	R_3OAR4M5	1
240	2	M_nadp_c	1090	R_3OAR4M5_reverse	-1
241	68	M_4m3hpentACP_c	33	R_3OAR4M5	1
242	68	M_4m3hpentACP_c	1090	R_3OAR4M5_reverse	-1
243	4	M_h_c	34	R_3OAR4M6	-1
244	4	M_h_c	1091	R_3OAR4M6_reverse	1
245	5	M_nadph_c	34	R_3OAR4M6	-1
246	5	M_nadph_c	1091	R_3OAR4M6_reverse	1
247	69	M_4m3ohexACP_c	34	R_3OAR4M6	-1
248	69	M_4m3ohexACP_c	1091	R_3OAR4M6_reverse	1
249	2	M_nadp_c	34	R_3OAR4M6	1
250	2	M_nadp_c	1091	R_3OAR4M6_reverse	-1
251	28	M_4m3hhexACP_c	34	R_3OAR4M6	1
252	28	M_4m3hhexACP_c	1091	R_3OAR4M6_reverse	-1
253	4	M_h_c	35	R_3OAR5M6	-1
254	4	M_h_c	1092	R_3OAR5M6_reverse	1
255	5	M_nadph_c	35	R_3OAR5M6	-1
256	5	M_nadph_c	1092	R_3OAR5M6_reverse	1
257	70	M_5m3ohexACP_c	35	R_3OAR5M6	-1
258	70	M_5m3ohexACP_c	1092	R_3OAR5M6_reverse	1
259	2	M_nadp_c	35	R_3OAR5M6	1
260	2	M_nadp_c	1092	R_3OAR5M6_reverse	-1
261	30	M_5m3hhexACP_c	35	R_3OAR5M6	1
262	30	M_5m3hhexACP_c	1092	R_3OAR5M6_reverse	-1
263	4	M_h_c	36	R_3OAR60	-1
264	4	M_h_c	1093	R_3OAR60_reverse	1
265	5	M_nadph_c	36	R_3OAR60	-1
266	5	M_nadph_c	1093	R_3OAR60_reverse	1
267	71	M_3ohexACP_c	36	R_3OAR60	-1
268	71	M_3ohexACP_c	1093	R_3OAR60_reverse	1
269	2	M_nadp_c	36	R_3OAR60	1
270	2	M_nadp_c	1093	R_3OAR60_reverse	-1
271	72	M_3hhexACP_c	36	R_3OAR60	1
272	72	M_3hhexACP_c	1093	R_3OAR60_reverse	-1
273	4	M_h_c	37	R_3OAR6M7	-1
274	4	M_h_c	1094	R_3OAR6M7_reverse	1
275	5	M_nadph_c	37	R_3OAR6M7	-1
276	5	M_nadph_c	1094	R_3OAR6M7_reverse	1
277	73	M_6m3oheptACP_c	37	R_3OAR6M7	-1
278	73	M_6m3oheptACP_c	1094	R_3OAR6M7_reverse	1
279	2	M_nadp_c	37	R_3OAR6M7	1
280	2	M_nadp_c	1094	R_3OAR6M7_reverse	-1
281	74	M_6m3hheptACP_c	37	R_3OAR6M7	1
282	74	M_6m3hheptACP_c	1094	R_3OAR6M7_reverse	-1
283	4	M_h_c	38	R_3OAR6M8	-1
284	4	M_h_c	1095	R_3OAR6M8_reverse	1
285	5	M_nadph_c	38	R_3OAR6M8	-1
286	5	M_nadph_c	1095	R_3OAR6M8_reverse	1
287	75	M_6m3oocACP_c	38	R_3OAR6M8	-1
288	75	M_6m3oocACP_c	1095	R_3OAR6M8_reverse	1
289	2	M_nadp_c	38	R_3OAR6M8	1
290	2	M_nadp_c	1095	R_3OAR6M8_reverse	-1
291	32	M_6m3hocACP_c	38	R_3OAR6M8	1
292	32	M_6m3hocACP_c	1095	R_3OAR6M8_reverse	-1
293	4	M_h_c	39	R_3OAR7M8	-1
294	4	M_h_c	1096	R_3OAR7M8_reverse	1
295	5	M_nadph_c	39	R_3OAR7M8	-1
296	5	M_nadph_c	1096	R_3OAR7M8_reverse	1
297	76	M_7m3oocACP_c	39	R_3OAR7M8	-1
298	76	M_7m3oocACP_c	1096	R_3OAR7M8_reverse	1
299	2	M_nadp_c	39	R_3OAR7M8	1
300	2	M_nadp_c	1096	R_3OAR7M8_reverse	-1
301	34	M_7m3hocACP_c	39	R_3OAR7M8	1
302	34	M_7m3hocACP_c	1096	R_3OAR7M8_reverse	-1
303	4	M_h_c	40	R_3OAR80	-1
304	4	M_h_c	1097	R_3OAR80_reverse	1
305	5	M_nadph_c	40	R_3OAR80	-1
306	5	M_nadph_c	1097	R_3OAR80_reverse	1
307	77	M_3ooctACP_c	40	R_3OAR80	-1
308	77	M_3ooctACP_c	1097	R_3OAR80_reverse	1
309	2	M_nadp_c	40	R_3OAR80	1
310	2	M_nadp_c	1097	R_3OAR80_reverse	-1
311	78	M_3hoctACP_c	40	R_3OAR80	1
312	78	M_3hoctACP_c	1097	R_3OAR80_reverse	-1
313	4	M_h_c	41	R_3OAR8M10	-1
314	4	M_h_c	1098	R_3OAR8M10_reverse	1
315	5	M_nadph_c	41	R_3OAR8M10	-1
316	5	M_nadph_c	1098	R_3OAR8M10_reverse	1
317	79	M_8m3odcaACP_c	41	R_3OAR8M10	-1
318	79	M_8m3odcaACP_c	1098	R_3OAR8M10_reverse	1
319	2	M_nadp_c	41	R_3OAR8M10	1
320	2	M_nadp_c	1098	R_3OAR8M10_reverse	-1
321	36	M_8m3hdcaACP_c	41	R_3OAR8M10	1
322	36	M_8m3hdcaACP_c	1098	R_3OAR8M10_reverse	-1
323	4	M_h_c	42	R_3OAR8M9	-1
324	4	M_h_c	1099	R_3OAR8M9_reverse	1
325	5	M_nadph_c	42	R_3OAR8M9	-1
326	5	M_nadph_c	1099	R_3OAR8M9_reverse	1
327	80	M_8m3ononACP_c	42	R_3OAR8M9	-1
328	80	M_8m3ononACP_c	1099	R_3OAR8M9_reverse	1
329	2	M_nadp_c	42	R_3OAR8M9	1
330	2	M_nadp_c	1099	R_3OAR8M9_reverse	-1
331	81	M_8m3hnonACP_c	42	R_3OAR8M9	1
332	81	M_8m3hnonACP_c	1099	R_3OAR8M9_reverse	-1
333	4	M_h_c	43	R_3OAR9M10	-1
334	4	M_h_c	1100	R_3OAR9M10_reverse	1
335	5	M_nadph_c	43	R_3OAR9M10	-1
336	5	M_nadph_c	1100	R_3OAR9M10_reverse	1
337	82	M_9m3odcaACP_c	43	R_3OAR9M10	-1
338	82	M_9m3odcaACP_c	1100	R_3OAR9M10_reverse	1
339	2	M_nadp_c	43	R_3OAR9M10	1
340	2	M_nadp_c	1100	R_3OAR9M10_reverse	-1
341	38	M_9m3hdcaACP_c	43	R_3OAR9M10	1
342	38	M_9m3hdcaACP_c	1100	R_3OAR9M10_reverse	-1
343	4	M_h_c	44	R_3OAS100	-1
344	83	M_malACP_c	44	R_3OAS100	-1
345	84	M_ocACP_c	44	R_3OAS100	-1
346	13	M_ACP_c	44	R_3OAS100	1
347	43	M_3odecACP_c	44	R_3OAS100	1
348	85	M_co2_c	44	R_3OAS100	1
349	4	M_h_c	45	R_3OAS10M11	-1
350	83	M_malACP_c	45	R_3OAS10M11	-1
351	86	M_10mundecACP_c	45	R_3OAS10M11	-1
352	13	M_ACP_c	45	R_3OAS10M11	1
353	51	M_12m3otridecACP_c	45	R_3OAS10M11	1
354	85	M_co2_c	45	R_3OAS10M11	1
355	4	M_h_c	46	R_3OAS10M12	-1
356	83	M_malACP_c	46	R_3OAS10M12	-1
357	87	M_10mddcaACP_c	46	R_3OAS10M12	-1
358	13	M_ACP_c	46	R_3OAS10M12	1
359	53	M_12m3omyrsACP_c	46	R_3OAS10M12	1
360	85	M_co2_c	46	R_3OAS10M12	1
361	4	M_h_c	47	R_3OAS11M12	-1
362	83	M_malACP_c	47	R_3OAS11M12	-1
363	88	M_11mddcaACP_c	47	R_3OAS11M12	-1
364	13	M_ACP_c	47	R_3OAS11M12	1
365	54	M_13m3omyrsACP_c	47	R_3OAS11M12	1
366	85	M_co2_c	47	R_3OAS11M12	1
367	4	M_h_c	48	R_3OAS120	-1
368	83	M_malACP_c	48	R_3OAS120	-1
369	89	M_dcaACP_c	48	R_3OAS120	-1
370	13	M_ACP_c	48	R_3OAS120	1
371	49	M_3oddecACP_c	48	R_3OAS120	1
372	85	M_co2_c	48	R_3OAS120	1
373	4	M_h_c	49	R_3OAS12M13	-1
374	83	M_malACP_c	49	R_3OAS12M13	-1
375	90	M_12mtridecACP_c	49	R_3OAS12M13	-1
376	13	M_ACP_c	49	R_3OAS12M13	1
377	57	M_14m3opentdecACP_c	49	R_3OAS12M13	1
378	85	M_co2_c	49	R_3OAS12M13	1
379	4	M_h_c	50	R_3OAS12M14	-1
380	83	M_malACP_c	50	R_3OAS12M14	-1
381	91	M_12mmyrsACP_c	50	R_3OAS12M14	-1
382	13	M_ACP_c	50	R_3OAS12M14	1
383	59	M_14m3opalmACP_c	50	R_3OAS12M14	1
384	85	M_co2_c	50	R_3OAS12M14	1
385	4	M_h_c	51	R_3OAS13M14	-1
386	83	M_malACP_c	51	R_3OAS13M14	-1
387	92	M_13mmyrsACP_c	51	R_3OAS13M14	-1
388	13	M_ACP_c	51	R_3OAS13M14	1
389	60	M_15m3opalmACP_c	51	R_3OAS13M14	1
390	85	M_co2_c	51	R_3OAS13M14	1
391	4	M_h_c	52	R_3OAS140	-1
392	83	M_malACP_c	52	R_3OAS140	-1
393	93	M_ddcaACP_c	52	R_3OAS140	-1
394	13	M_ACP_c	52	R_3OAS140	1
395	55	M_3omrsACP_c	52	R_3OAS140	1
396	85	M_co2_c	52	R_3OAS140	1
397	4	M_h_c	53	R_3OAS160	-1
398	83	M_malACP_c	53	R_3OAS160	-1
399	94	M_myrsACP_c	53	R_3OAS160	-1
400	13	M_ACP_c	53	R_3OAS160	1
401	61	M_3opalmACP_c	53	R_3OAS160	1
402	85	M_co2_c	53	R_3OAS160	1
403	4	M_h_c	54	R_3OAS180	-1
404	83	M_malACP_c	54	R_3OAS180	-1
405	95	M_palmACP_c	54	R_3OAS180	-1
406	13	M_ACP_c	54	R_3OAS180	1
407	63	M_3ooctdACP_c	54	R_3OAS180	1
408	85	M_co2_c	54	R_3OAS180	1
409	4	M_h_c	55	R_3OAS2M3	-1
410	83	M_malACP_c	55	R_3OAS2M3	-1
411	96	M_2mpropACP_c	55	R_3OAS2M3	-1
412	13	M_ACP_c	55	R_3OAS2M3	1
413	67	M_4m3opentACP_c	55	R_3OAS2M3	1
414	85	M_co2_c	55	R_3OAS2M3	1
415	4	M_h_c	56	R_3OAS3M4	-1
416	83	M_malACP_c	56	R_3OAS3M4	-1
417	97	M_3mbutACP_c	56	R_3OAS3M4	-1
418	13	M_ACP_c	56	R_3OAS3M4	1
419	70	M_5m3ohexACP_c	56	R_3OAS3M4	1
420	85	M_co2_c	56	R_3OAS3M4	1
421	4	M_h_c	57	R_3OAS4M3O6	-1
422	15	M_2mbutACP_c	57	R_3OAS4M3O6	-1
423	83	M_malACP_c	57	R_3OAS4M3O6	-1
424	13	M_ACP_c	57	R_3OAS4M3O6	1
425	69	M_4m3ohexACP_c	57	R_3OAS4M3O6	1
426	85	M_co2_c	57	R_3OAS4M3O6	1
427	4	M_h_c	58	R_3OAS4M5	-1
428	83	M_malACP_c	58	R_3OAS4M5	-1
429	98	M_4mpentACP_c	58	R_3OAS4M5	-1
430	13	M_ACP_c	58	R_3OAS4M5	1
431	73	M_6m3oheptACP_c	58	R_3OAS4M5	1
432	85	M_co2_c	58	R_3OAS4M5	1
433	4	M_h_c	59	R_3OAS4M6	-1
434	83	M_malACP_c	59	R_3OAS4M6	-1
435	99	M_4mhexACP_c	59	R_3OAS4M6	-1
436	13	M_ACP_c	59	R_3OAS4M6	1
437	75	M_6m3oocACP_c	59	R_3OAS4M6	1
438	85	M_co2_c	59	R_3OAS4M6	1
439	4	M_h_c	60	R_3OAS5M6	-1
440	83	M_malACP_c	60	R_3OAS5M6	-1
441	100	M_5mhexACP_c	60	R_3OAS5M6	-1
442	13	M_ACP_c	60	R_3OAS5M6	1
443	76	M_7m3oocACP_c	60	R_3OAS5M6	1
444	85	M_co2_c	60	R_3OAS5M6	1
445	4	M_h_c	61	R_3OAS60	-1
446	83	M_malACP_c	61	R_3OAS60	-1
447	101	M_butACP_c	61	R_3OAS60	-1
448	13	M_ACP_c	61	R_3OAS60	1
449	71	M_3ohexACP_c	61	R_3OAS60	1
450	85	M_co2_c	61	R_3OAS60	1
451	4	M_h_c	62	R_3OAS6M7	-1
452	83	M_malACP_c	62	R_3OAS6M7	-1
453	102	M_6mheptACP_c	62	R_3OAS6M7	-1
454	13	M_ACP_c	62	R_3OAS6M7	1
455	80	M_8m3ononACP_c	62	R_3OAS6M7	1
456	85	M_co2_c	62	R_3OAS6M7	1
457	4	M_h_c	63	R_3OAS6M8	-1
458	83	M_malACP_c	63	R_3OAS6M8	-1
459	103	M_6mocACP_c	63	R_3OAS6M8	-1
460	13	M_ACP_c	63	R_3OAS6M8	1
461	79	M_8m3odcaACP_c	63	R_3OAS6M8	1
462	85	M_co2_c	63	R_3OAS6M8	1
463	4	M_h_c	64	R_3OAS7M8	-1
464	83	M_malACP_c	64	R_3OAS7M8	-1
465	104	M_7mocACP_c	64	R_3OAS7M8	-1
466	13	M_ACP_c	64	R_3OAS7M8	1
467	82	M_9m3odcaACP_c	64	R_3OAS7M8	1
468	85	M_co2_c	64	R_3OAS7M8	1
469	4	M_h_c	65	R_3OAS80	-1
470	83	M_malACP_c	65	R_3OAS80	-1
471	105	M_hexACP_c	65	R_3OAS80	-1
472	13	M_ACP_c	65	R_3OAS80	1
473	77	M_3ooctACP_c	65	R_3OAS80	1
474	85	M_co2_c	65	R_3OAS80	1
475	4	M_h_c	66	R_3OAS8M10	-1
476	83	M_malACP_c	66	R_3OAS8M10	-1
477	106	M_8mdcaACP_c	66	R_3OAS8M10	-1
478	13	M_ACP_c	66	R_3OAS8M10	1
479	47	M_10m3oddcaACP_c	66	R_3OAS8M10	1
480	85	M_co2_c	66	R_3OAS8M10	1
481	4	M_h_c	67	R_3OAS8M9	-1
482	83	M_malACP_c	67	R_3OAS8M9	-1
483	107	M_8mnonACP_c	67	R_3OAS8M9	-1
